country_code,smr_key,weight_profile,scenario_family,n_pairs,mean_abs_rank_delta,max_abs_rank_delta,spearman_rho,top1_changed,top3_jaccard,top5_jaccard,small_n
AT,nuscale_voygr6,w_EP_plus_20,weight,6,0.3333,1,0.9429,False,1.0,1.0,False
BA,nuscale_voygr6,w_EP_plus_20,weight,5,0.0,0,1.0,False,1.0,1.0,False
BG,nuscale_voygr6,w_EP_plus_20,weight,7,0.0,0,1.0,False,1.0,1.0,False
BY,nuscale_voygr6,w_EP_plus_20,weight,2,0.0,0,1.0,False,1.0,1.0,True
CZ,nuscale_voygr6,w_EP_plus_20,weight,29,0.2069,2,0.998,False,1.0,0.6667,False
HR,nuscale_voygr6,w_EP_plus_20,weight,1,0.0,0,,False,1.0,1.0,True
HU,nuscale_voygr6,w_EP_plus_20,weight,11,0.1818,1,0.9909,False,1.0,1.0,False
LV,nuscale_voygr6,w_EP_plus_20,weight,1,0.0,0,,False,1.0,1.0,True
MD,nuscale_voygr6,w_EP_plus_20,weight,1,0.0,0,,False,1.0,1.0,True
ME,nuscale_voygr6,w_EP_plus_20,weight,1,0.0,0,,False,1.0,1.0,True
MK,nuscale_voygr6,w_EP_plus_20,weight,3,0.0,0,1.0,False,1.0,1.0,False
PL,nuscale_voygr6,w_EP_plus_20,weight,61,0.4262,3,0.9988,False,1.0,1.0,False
RO,nuscale_voygr6,w_EP_plus_20,weight,22,0.0,0,1.0,False,1.0,1.0,False
RS,nuscale_voygr6,w_EP_plus_20,weight,6,0.0,0,1.0,False,1.0,1.0,False
SK,nuscale_voygr6,w_EP_plus_20,weight,5,0.0,0,1.0,False,1.0,1.0,False
TR,nuscale_voygr6,w_EP_plus_20,weight,110,1.2,7,0.9984,False,0.5,1.0,False
UA,nuscale_voygr6,w_EP_plus_20,weight,20,0.1,1,0.9985,False,1.0,1.0,False
AT,nuscale_voygr6,w_HI_minus_20,weight,6,0.3333,1,0.9429,False,1.0,1.0,False
BA,nuscale_voygr6,w_HI_minus_20,weight,5,0.4,1,0.9,False,1.0,1.0,False
BG,nuscale_voygr6,w_HI_minus_20,weight,7,0.2857,1,0.9643,False,1.0,1.0,False
BY,nuscale_voygr6,w_HI_minus_20,weight,2,0.0,0,1.0,False,1.0,1.0,True
CZ,nuscale_voygr6,w_HI_minus_20,weight,29,0.2069,1,0.9985,False,1.0,1.0,False
HR,nuscale_voygr6,w_HI_minus_20,weight,1,0.0,0,,False,1.0,1.0,True
HU,nuscale_voygr6,w_HI_minus_20,weight,11,0.1818,1,0.9909,False,1.0,1.0,False
LV,nuscale_voygr6,w_HI_minus_20,weight,1,0.0,0,,False,1.0,1.0,True
MD,nuscale_voygr6,w_HI_minus_20,weight,1,0.0,0,,False,1.0,1.0,True
ME,nuscale_voygr6,w_HI_minus_20,weight,1,0.0,0,,False,1.0,1.0,True
MK,nuscale_voygr6,w_HI_minus_20,weight,3,0.0,0,1.0,False,1.0,1.0,False
PL,nuscale_voygr6,w_HI_minus_20,weight,61,0.6557,3,0.998,False,0.5,0.6667,False
RO,nuscale_voygr6,w_HI_minus_20,weight,22,0.1818,1,0.9977,False,1.0,1.0,False
RS,nuscale_voygr6,w_HI_minus_20,weight,6,0.6667,1,0.8857,False,0.5,0.6667,False
SK,nuscale_voygr6,w_HI_minus_20,weight,5,0.0,0,1.0,False,1.0,1.0,False
TR,nuscale_voygr6,w_HI_minus_20,weight,110,1.6727,9,0.9973,False,0.5,1.0,False
UA,nuscale_voygr6,w_HI_minus_20,weight,20,0.0,0,1.0,False,1.0,1.0,False
AT,nuscale_voygr6,w_HI_plus_20,weight,6,0.3333,1,0.9429,False,0.5,1.0,False
BA,nuscale_voygr6,w_HI_plus_20,weight,5,0.0,0,1.0,False,1.0,1.0,False
BG,nuscale_voygr6,w_HI_plus_20,weight,7,0.0,0,1.0,False,1.0,1.0,False
BY,nuscale_voygr6,w_HI_plus_20,weight,2,0.0,0,1.0,False,1.0,1.0,True
CZ,nuscale_voygr6,w_HI_plus_20,weight,29,0.1379,1,0.999,False,1.0,1.0,False
HR,nuscale_voygr6,w_HI_plus_20,weight,1,0.0,0,,False,1.0,1.0,True
HU,nuscale_voygr6,w_HI_plus_20,weight,11,0.1818,1,0.9909,False,1.0,1.0,False
LV,nuscale_voygr6,w_HI_plus_20,weight,1,0.0,0,,False,1.0,1.0,True
MD,nuscale_voygr6,w_HI_plus_20,weight,1,0.0,0,,False,1.0,1.0,True
ME,nuscale_voygr6,w_HI_plus_20,weight,1,0.0,0,,False,1.0,1.0,True
MK,nuscale_voygr6,w_HI_plus_20,weight,3,0.0,0,1.0,False,1.0,1.0,False
PL,nuscale_voygr6,w_HI_plus_20,weight,61,0.7213,4,0.998,False,1.0,1.0,False
RO,nuscale_voygr6,w_HI_plus_20,weight,22,0.3636,2,0.9932,False,1.0,1.0,False
RS,nuscale_voygr6,w_HI_plus_20,weight,6,0.3333,1,0.9429,False,1.0,1.0,False
SK,nuscale_voygr6,w_HI_plus_20,weight,5,0.0,0,1.0,False,1.0,1.0,False
TR,nuscale_voygr6,w_HI_plus_20,weight,110,1.5091,9,0.9972,False,1.0,0.6667,False
UA,nuscale_voygr6,w_HI_plus_20,weight,20,0.4,1,0.994,False,0.5,1.0,False
AT,nuscale_voygr6,w_NH_minus_20,weight,6,0.0,0,1.0,False,1.0,1.0,False
BA,nuscale_voygr6,w_NH_minus_20,weight,5,0.0,0,1.0,False,1.0,1.0,False
BG,nuscale_voygr6,w_NH_minus_20,weight,7,0.0,0,1.0,False,1.0,1.0,False
BY,nuscale_voygr6,w_NH_minus_20,weight,2,0.0,0,1.0,False,1.0,1.0,True
CZ,nuscale_voygr6,w_NH_minus_20,weight,29,0.2759,1,0.998,False,1.0,1.0,False
HR,nuscale_voygr6,w_NH_minus_20,weight,1,0.0,0,,False,1.0,1.0,True
HU,nuscale_voygr6,w_NH_minus_20,weight,11,0.0,0,1.0,False,1.0,1.0,False
LV,nuscale_voygr6,w_NH_minus_20,weight,1,0.0,0,,False,1.0,1.0,True
MD,nuscale_voygr6,w_NH_minus_20,weight,1,0.0,0,,False,1.0,1.0,True
ME,nuscale_voygr6,w_NH_minus_20,weight,1,0.0,0,,False,1.0,1.0,True
MK,nuscale_voygr6,w_NH_minus_20,weight,3,0.0,0,1.0,False,1.0,1.0,False
PL,nuscale_voygr6,w_NH_minus_20,weight,61,0.7213,4,0.9979,False,0.5,0.6667,False
RO,nuscale_voygr6,w_NH_minus_20,weight,22,0.1818,1,0.9977,False,1.0,1.0,False
RS,nuscale_voygr6,w_NH_minus_20,weight,6,0.0,0,1.0,False,1.0,1.0,False
SK,nuscale_voygr6,w_NH_minus_20,weight,5,0.0,0,1.0,False,1.0,1.0,False
TR,nuscale_voygr6,w_NH_minus_20,weight,110,1.9273,10,0.9963,False,1.0,0.6667,False
UA,nuscale_voygr6,w_NH_minus_20,weight,20,0.4,1,0.994,False,0.5,1.0,False
AT,nuscale_voygr6,w_NH_plus_20,weight,6,0.0,0,1.0,False,1.0,1.0,False
BA,nuscale_voygr6,w_NH_plus_20,weight,5,0.4,1,0.9,False,1.0,1.0,False
BG,nuscale_voygr6,w_NH_plus_20,weight,7,0.0,0,1.0,False,1.0,1.0,False
BY,nuscale_voygr6,w_NH_plus_20,weight,2,0.0,0,1.0,False,1.0,1.0,True
CZ,nuscale_voygr6,w_NH_plus_20,weight,29,0.2069,2,0.998,False,1.0,0.6667,False
HR,nuscale_voygr6,w_NH_plus_20,weight,1,0.0,0,,False,1.0,1.0,True
HU,nuscale_voygr6,w_NH_plus_20,weight,11,0.1818,1,0.9909,False,1.0,1.0,False
LV,nuscale_voygr6,w_NH_plus_20,weight,1,0.0,0,,False,1.0,1.0,True
MD,nuscale_voygr6,w_NH_plus_20,weight,1,0.0,0,,False,1.0,1.0,True
ME,nuscale_voygr6,w_NH_plus_20,weight,1,0.0,0,,False,1.0,1.0,True
MK,nuscale_voygr6,w_NH_plus_20,weight,3,0.0,0,1.0,False,1.0,1.0,False
PL,nuscale_voygr6,w_NH_plus_20,weight,61,0.6557,3,0.9984,False,1.0,1.0,False
RO,nuscale_voygr6,w_NH_plus_20,weight,22,0.0909,1,0.9989,False,1.0,1.0,False
RS,nuscale_voygr6,w_NH_plus_20,weight,6,0.3333,1,0.9429,False,1.0,0.6667,False
SK,nuscale_voygr6,w_NH_plus_20,weight,5,0.0,0,1.0,False,1.0,1.0,False
TR,nuscale_voygr6,w_NH_plus_20,weight,110,1.8545,10,0.9959,False,1.0,1.0,False
UA,nuscale_voygr6,w_NH_plus_20,weight,20,0.3,1,0.9955,False,1.0,1.0,False
AT,nuscale_voygr6,w_NS_minus_20,weight,6,0.3333,1,0.9429,False,0.5,1.0,False
BA,nuscale_voygr6,w_NS_minus_20,weight,5,0.0,0,1.0,False,1.0,1.0,False
BG,nuscale_voygr6,w_NS_minus_20,weight,7,0.0,0,1.0,False,1.0,1.0,False
BY,nuscale_voygr6,w_NS_minus_20,weight,2,0.0,0,1.0,False,1.0,1.0,True
CZ,nuscale_voygr6,w_NS_minus_20,weight,29,0.1379,2,0.9985,False,1.0,0.6667,False
HR,nuscale_voygr6,w_NS_minus_20,weight,1,0.0,0,,False,1.0,1.0,True
HU,nuscale_voygr6,w_NS_minus_20,weight,11,0.1818,1,0.9909,False,1.0,1.0,False
LV,nuscale_voygr6,w_NS_minus_20,weight,1,0.0,0,,False,1.0,1.0,True
MD,nuscale_voygr6,w_NS_minus_20,weight,1,0.0,0,,False,1.0,1.0,True
ME,nuscale_voygr6,w_NS_minus_20,weight,1,0.0,0,,False,1.0,1.0,True
MK,nuscale_voygr6,w_NS_minus_20,weight,3,0.0,0,1.0,False,1.0,1.0,False
PL,nuscale_voygr6,w_NS_minus_20,weight,61,0.9508,4,0.9968,False,1.0,0.6667,False
RO,nuscale_voygr6,w_NS_minus_20,weight,22,0.2727,2,0.9955,False,1.0,1.0,False
RS,nuscale_voygr6,w_NS_minus_20,weight,6,0.3333,1,0.9429,False,1.0,1.0,False
SK,nuscale_voygr6,w_NS_minus_20,weight,5,0.0,0,1.0,False,1.0,1.0,False
TR,nuscale_voygr6,w_NS_minus_20,weight,110,2.0545,15,0.9946,False,1.0,0.6667,False
UA,nuscale_voygr6,w_NS_minus_20,weight,20,0.3,2,0.994,False,1.0,1.0,False
AT,nuscale_voygr6,w_NS_plus_20,weight,6,0.3333,1,0.9429,False,1.0,1.0,False
BA,nuscale_voygr6,w_NS_plus_20,weight,5,0.0,0,1.0,False,1.0,1.0,False
BG,nuscale_voygr6,w_NS_plus_20,weight,7,0.2857,1,0.9643,False,1.0,1.0,False
BY,nuscale_voygr6,w_NS_plus_20,weight,2,0.0,0,1.0,False,1.0,1.0,True
CZ,nuscale_voygr6,w_NS_plus_20,weight,29,0.4138,2,0.9966,False,1.0,0.6667,False
HR,nuscale_voygr6,w_NS_plus_20,weight,1,0.0,0,,False,1.0,1.0,True
HU,nuscale_voygr6,w_NS_plus_20,weight,11,0.1818,1,0.9909,False,1.0,1.0,False
LV,nuscale_voygr6,w_NS_plus_20,weight,1,0.0,0,,False,1.0,1.0,True
MD,nuscale_voygr6,w_NS_plus_20,weight,1,0.0,0,,False,1.0,1.0,True
ME,nuscale_voygr6,w_NS_plus_20,weight,1,0.0,0,,False,1.0,1.0,True
MK,nuscale_voygr6,w_NS_plus_20,weight,3,0.0,0,1.0,False,1.0,1.0,False
PL,nuscale_voygr6,w_NS_plus_20,weight,61,0.7869,3,0.9981,False,0.5,0.6667,False
RO,nuscale_voygr6,w_NS_plus_20,weight,22,0.1818,1,0.9977,False,1.0,1.0,False
RS,nuscale_voygr6,w_NS_plus_20,weight,6,0.6667,1,0.8857,False,0.5,0.6667,False
SK,nuscale_voygr6,w_NS_plus_20,weight,5,0.0,0,1.0,False,1.0,1.0,False
TR,nuscale_voygr6,w_NS_plus_20,weight,110,2.0,10,0.9963,False,0.5,0.6667,False
UA,nuscale_voygr6,w_NS_plus_20,weight,20,0.3,1,0.9955,False,1.0,1.0,False
AT,nuscale_voygr6,w_RI_minus_20,weight,6,0.3333,1,0.9429,False,1.0,1.0,False
BA,nuscale_voygr6,w_RI_minus_20,weight,5,0.0,0,1.0,False,1.0,1.0,False
BG,nuscale_voygr6,w_RI_minus_20,weight,7,0.0,0,1.0,False,1.0,1.0,False
BY,nuscale_voygr6,w_RI_minus_20,weight,2,0.0,0,1.0,False,1.0,1.0,True
CZ,nuscale_voygr6,w_RI_minus_20,weight,29,0.4138,2,0.9966,False,1.0,0.6667,False
HR,nuscale_voygr6,w_RI_minus_20,weight,1,0.0,0,,False,1.0,1.0,True
HU,nuscale_voygr6,w_RI_minus_20,weight,11,0.3636,1,0.9818,False,1.0,1.0,False
LV,nuscale_voygr6,w_RI_minus_20,weight,1,0.0,0,,False,1.0,1.0,True
MD,nuscale_voygr6,w_RI_minus_20,weight,1,0.0,0,,False,1.0,1.0,True
ME,nuscale_voygr6,w_RI_minus_20,weight,1,0.0,0,,False,1.0,1.0,True
MK,nuscale_voygr6,w_RI_minus_20,weight,3,0.0,0,1.0,False,1.0,1.0,False
PL,nuscale_voygr6,w_RI_minus_20,weight,61,0.5902,3,0.9985,False,1.0,1.0,False
RO,nuscale_voygr6,w_RI_minus_20,weight,22,0.1818,1,0.9977,False,1.0,1.0,False
RS,nuscale_voygr6,w_RI_minus_20,weight,6,0.6667,2,0.7714,False,1.0,0.6667,False
SK,nuscale_voygr6,w_RI_minus_20,weight,5,0.0,0,1.0,False,1.0,1.0,False
TR,nuscale_voygr6,w_RI_minus_20,weight,110,2.3636,11,0.9943,False,0.5,1.0,False
UA,nuscale_voygr6,w_RI_minus_20,weight,20,0.6,3,0.9835,False,1.0,1.0,False
AT,nuscale_voygr6,w_RI_plus_20,weight,6,0.3333,1,0.9429,False,0.5,1.0,False
BA,nuscale_voygr6,w_RI_plus_20,weight,5,0.0,0,1.0,False,1.0,1.0,False
BG,nuscale_voygr6,w_RI_plus_20,weight,7,0.0,0,1.0,False,1.0,1.0,False
BY,nuscale_voygr6,w_RI_plus_20,weight,2,0.0,0,1.0,False,1.0,1.0,True
CZ,nuscale_voygr6,w_RI_plus_20,weight,29,0.3448,1,0.9975,False,1.0,1.0,False
HR,nuscale_voygr6,w_RI_plus_20,weight,1,0.0,0,,False,1.0,1.0,True
HU,nuscale_voygr6,w_RI_plus_20,weight,11,0.0,0,1.0,False,1.0,1.0,False
LV,nuscale_voygr6,w_RI_plus_20,weight,1,0.0,0,,False,1.0,1.0,True
MD,nuscale_voygr6,w_RI_plus_20,weight,1,0.0,0,,False,1.0,1.0,True
ME,nuscale_voygr6,w_RI_plus_20,weight,1,0.0,0,,False,1.0,1.0,True
MK,nuscale_voygr6,w_RI_plus_20,weight,3,0.0,0,1.0,False,1.0,1.0,False
PL,nuscale_voygr6,w_RI_plus_20,weight,61,0.4918,3,0.9987,False,1.0,1.0,False
RO,nuscale_voygr6,w_RI_plus_20,weight,22,0.2727,2,0.9955,False,1.0,1.0,False
RS,nuscale_voygr6,w_RI_plus_20,weight,6,0.0,0,1.0,False,1.0,1.0,False
SK,nuscale_voygr6,w_RI_plus_20,weight,5,0.4,1,0.9,False,1.0,1.0,False
TR,nuscale_voygr6,w_RI_plus_20,weight,110,2.0364,12,0.9957,False,1.0,0.6667,False
UA,nuscale_voygr6,w_RI_plus_20,weight,20,0.2,2,0.9955,False,1.0,1.0,False
AT,nuscale_voygr6,w_swing,swing,6,0.0,0,1.0,False,1.0,1.0,False
BA,nuscale_voygr6,w_swing,swing,5,0.0,0,1.0,False,1.0,1.0,False
BG,nuscale_voygr6,w_swing,swing,7,0.5714,1,0.9286,False,1.0,1.0,False
BY,nuscale_voygr6,w_swing,swing,2,0.0,0,1.0,False,1.0,1.0,True
CZ,nuscale_voygr6,w_swing,swing,29,0.3448,1,0.9975,False,1.0,0.6667,False
HR,nuscale_voygr6,w_swing,swing,1,0.0,0,,False,1.0,1.0,True
HU,nuscale_voygr6,w_swing,swing,11,0.1818,1,0.9909,False,1.0,1.0,False
LV,nuscale_voygr6,w_swing,swing,1,0.0,0,,False,1.0,1.0,True
MD,nuscale_voygr6,w_swing,swing,1,0.0,0,,False,1.0,1.0,True
ME,nuscale_voygr6,w_swing,swing,1,0.0,0,,False,1.0,1.0,True
MK,nuscale_voygr6,w_swing,swing,3,0.0,0,1.0,False,1.0,1.0,False
PL,nuscale_voygr6,w_swing,swing,61,1.6393,12,0.9892,False,0.5,0.6667,False
RO,nuscale_voygr6,w_swing,swing,22,0.8182,2,0.9831,False,1.0,1.0,False
RS,nuscale_voygr6,w_swing,swing,6,1.0,2,0.7143,False,0.5,0.6667,False
SK,nuscale_voygr6,w_swing,swing,5,0.0,0,1.0,False,1.0,1.0,False
TR,nuscale_voygr6,w_swing,swing,110,3.1636,11,0.9918,False,0.5,0.6667,False
UA,nuscale_voygr6,w_swing,swing,20,0.3,2,0.994,False,1.0,1.0,False
