national_rank,name,passed_exclusionary,passed_avoidance,composite_score,composite_score_low,composite_score_high,national_band,national_top10pct_hit_rate,criteria_coverage,avg_confidence,installed_capacity_mw,latitude,longitude
22,Sarp Golvasi power station,True,False,6.938,6.063,7.448,D,0.0,73.53,low,1200.0,37.368333,35.706111
23,Yüksek Gölovası power station,True,False,6.938,6.063,7.448,D,0.0,73.53,low,1200.0,37.368333,35.706111
24,Diler (Akbayir) Elbistan power station,True,False,6.908,5.881,7.37,D,0.0,70.59,low,400.0,38.17,37.37
25,Babadere power station,True,False,6.891,5.987,7.355,D,0.0,73.53,low,1600.0,39.609,26.189
26,Çankırı Orta power station,True,False,6.88,5.861,7.418,D,0.0,70.59,low,150.0,40.623886,33.112751
27,Kahramanmaraş Anadolu power station,True,False,6.872,5.972,7.368,D,0.0,73.53,low,1200.0,38.350818,37.00706
28,Zorlu Akçakoca power station,True,False,6.815,5.967,7.253,D,0.0,73.53,low,1220.0,41.087,31.12
29,METES power station,True,True,6.809,6.078,7.319,D,0.0,76.47,low,2000.0,36.24,33.75
30,Soma Kolin power station,True,False,6.809,6.078,7.269,D,0.0,76.47,low,510.0,39.316608,27.748899
31,Afşin-Elbistan power stations,True,False,6.74,5.871,7.237,D,0.0,73.53,low,9283.0,38.347211,37.026002
32,Umut power station,True,False,6.734,5.987,7.175,F,0.0,76.47,low,660.0,41.133,37.156
33,Ada Yumurtalık power station,True,False,6.722,5.994,7.181,E,0.0,76.47,low,1320.0,36.843,35.86
34,Misis Adana power station,True,False,6.722,5.994,7.181,F,0.0,76.47,low,815.0,36.843,35.86
35,Sedef II TES power station,True,False,6.722,5.994,7.181,G,0.0,76.47,low,600.0,36.843,35.86
36,Yunus Emre power station,True,False,6.72,5.856,7.257,E,0.0,73.53,low,290.0,39.984309,31.635639
37,Barbaros-1 power station,True,False,6.719,6.005,7.125,G,0.0,76.47,low,610.0,41.803,35.194
38,Karaburun power station,True,False,6.681,5.826,7.217,H,0.0,73.53,low,1320.0,40.446,27.287
39,Bandırma III power station,True,False,6.672,5.967,7.181,H,0.0,76.47,low,810.0,39.385,27.533
40,Cenal power station,True,False,6.668,5.816,7.151,H,0.0,73.53,low,1320.0,40.4167,27.31829
41,Vize power station,True,True,6.653,5.952,7.144,H,0.0,76.47,low,660.0,41.572996,27.811652
42,İÇDAŞ Bekirli power station,True,False,6.641,5.931,7.081,H,0.0,76.47,low,1200.0,40.39953,27.04973
43,Filyos power station,True,False,6.628,5.9,7.05,H,0.0,76.47,low,1600.0,41.57543,32.05965
44,Astoria Ceyhan power station,True,False,6.622,5.894,7.081,H,0.0,76.47,low,1320.0,36.90659,35.96236
45,Adana Ceyhan power station,True,False,6.584,5.856,7.044,H,0.0,76.47,low,800.0,37.0333,35.8167
46,Iztek Ceyhan Komur power station,True,False,6.584,5.856,7.044,H,0.0,76.47,low,600.0,37.0333,35.8167
47,EMBA Hunutlu power station,True,False,6.572,5.844,7.031,H,0.0,76.47,low,1320.0,36.81609,35.85481
48,Polat power station,True,False,6.562,5.77,7.0,H,0.0,73.53,low,351.0,39.616008,29.442904
49,Kıvanç power station,True,True,6.556,5.73,7.122,H,0.0,73.53,low,825.0,36.34,33.4
50,Zafer power station,True,False,6.534,5.787,6.975,H,0.0,76.47,low,1320.0,41.604444,32.511111
51,Yenidere power station,True,False,6.523,5.705,7.007,H,0.0,73.53,low,200.0,37.458403,28.674831
52,Şırnak Galata power station,True,False,6.503,5.794,6.944,H,0.0,76.47,low,270.0,37.468,42.391
53,Mersin Gülnar power station,True,False,6.451,5.649,7.016,H,0.0,73.53,low,373.0,36.33,33.4
54,Kirazlıdere power complex,True,False,6.431,5.737,6.856,H,0.0,76.47,low,1600.0,40.38227,26.99455
55,Trakya Emba power station,True,False,6.391,5.662,6.812,H,0.0,76.47,low,1200.0,41.948092,28.04148
56,Yeniköy power station,True,False,6.355,5.576,6.842,H,0.0,73.53,low,420.0,37.14019,27.87154
57,Irmak power station,True,False,6.344,5.681,6.862,H,0.0,76.47,low,1320.0,39.79,26.3325
58,Ece power station,True,False,6.328,5.619,6.769,H,0.0,76.47,low,600.0,36.780693,35.735779
59,Gölovası power station,True,False,6.328,5.619,6.769,H,0.0,76.47,low,660.0,36.85356,35.89809
60,Hande power station,True,False,6.328,5.619,6.769,H,0.0,76.47,low,600.0,36.780693,35.735779
61,Çalışkan Ceyhan power station,True,False,6.322,5.594,6.781,H,0.0,76.47,low,1320.0,36.93815,35.99446
62,Biga power station,True,False,6.306,5.538,6.77,H,0.0,73.53,low,1540.0,40.47233,27.28625
63,Muğla power station,True,False,6.299,5.533,6.763,H,0.0,73.53,low,300.0,37.15,27.805
64,Saltukova power station,True,False,6.299,5.533,6.816,H,0.0,73.53,low,350.0,41.519,32.094
65,Ergene power station,True,False,6.291,5.631,6.731,H,0.0,76.47,low,170.0,41.2408,27.6967
66,Çebi Enerji power station,True,False,6.278,5.619,6.769,H,0.0,76.47,low,700.0,41.013446,27.961648
67,İsken Sugözü power station,True,False,6.278,5.569,6.719,H,0.0,76.47,low,1210.0,36.83502,35.879104
68,Ada Yesildag Enerji power station,True,False,6.266,5.606,6.756,H,0.0,76.47,low,1200.0,36.3761,33.9322
69,Ağan power station,True,False,6.253,5.497,6.77,H,0.0,73.53,low,1580.0,40.449823,27.304356
70,Mert power station,True,False,6.253,5.525,6.675,H,0.0,76.47,low,1200.0,36.953333,36.203333
71,Gürmin Enerji Amasya power station,True,False,6.247,5.55,6.687,H,0.0,76.47,low,300.0,40.889,35.597
72,Sanko Yumurtalık power station,True,False,6.234,5.506,6.694,H,0.0,76.47,low,1600.0,36.876,35.894
73,Suluova power station,True,False,6.234,5.537,6.675,H,0.0,76.47,low,270.0,40.859186,35.651886
74,Amasra Bartın power station,True,False,6.216,5.537,6.687,H,0.0,76.47,low,1200.0,41.72704,32.34971
75,Ayas power station,True,False,6.216,5.506,6.656,H,0.0,76.47,low,625.5,36.82211,35.86753
76,HEMA Amasra power station,True,False,6.216,5.537,6.687,H,0.0,76.47,low,1320.0,41.723,32.349
77,Kilikya power station,True,False,6.216,5.506,6.656,H,0.0,76.47,low,660.0,36.82786,35.87151
78,Kandilli power station,True,False,6.209,5.512,6.7,H,0.0,76.47,low,150.0,41.33935,31.51114
79,Naren Karabiga power station,True,False,6.201,5.457,6.717,H,0.0,73.53,low,1960.0,40.458066,27.254994
80,Saray Tekirdağ power station,True,False,6.166,5.506,6.656,H,0.0,76.47,low,300.0,41.445,27.921
81,Kireçlik power station,True,False,6.153,5.425,6.575,H,0.0,76.47,low,1200.0,41.368944,31.587836
82,Çelikler Yumurtalık power station,True,False,6.148,5.417,6.612,H,0.0,73.53,low,1320.0,36.86788,35.90949
83,Hakan Kömür power station,True,False,6.134,5.406,6.594,H,0.0,76.47,low,100.0,37.0333,35.8167
84,İÇDAŞ Biga power station,True,False,6.122,5.396,6.586,H,0.0,73.53,low,405.0,40.4438,27.13067
85,Albayrak Varaka Paper power station,True,False,6.084,5.437,6.575,H,0.0,76.47,low,40.0,39.559474,27.969536
86,Hakan Enerji power station,True,False,6.053,5.344,6.494,H,0.0,76.47,low,100.0,36.84343,35.886929
87,Yumurtalık IC İçtaş power station,True,False,6.028,5.319,6.469,H,0.0,76.47,low,1200.0,36.77,35.79
88,Güreci power station,True,False,6.016,5.287,6.437,H,0.0,76.47,low,1320.0,40.343889,26.683611
89,Lüminer Enerji power station,True,False,6.016,5.259,6.503,H,0.0,76.47,low,160.0,40.892,26.901
90,Meda power station,True,False,6.016,5.356,6.506,H,0.0,76.47,low,770.0,40.972709,27.876831
91,ZETES power stations,True,False,5.971,5.286,6.442,H,0.0,73.53,low,3450.0,41.507471,31.894912
92,Adana Akdeniz power station,True,False,5.966,5.256,6.406,H,0.0,76.47,low,600.0,36.8178,35.86216
93,Şırnak Silopi (CİNER) power station,True,False,5.859,5.194,6.355,H,0.0,73.53,low,405.0,37.310025,42.594696
94,Şevketiye Lapseki power station,True,False,5.845,5.132,6.289,H,0.0,73.53,low,1320.0,40.395,26.792
95,Çatalağzı power station,True,False,5.841,5.156,6.312,H,0.0,73.53,low,974.0,41.517402,31.900198
96,Yeniyurt power station,True,False,5.834,5.087,6.275,H,0.0,76.47,low,300.0,36.886,36.151
97,Güney Akdeniz power station,True,False,5.812,5.169,6.312,H,0.0,76.47,low,1320.0,36.416667,35.883333
98,Namal power station,True,False,5.806,5.092,6.25,H,0.0,73.53,low,1000.0,40.343889,26.683611
99,Atakaş power station,True,False,5.791,5.131,6.281,H,0.0,76.47,low,660.0,36.6971,36.2042
100,Selena power station,True,False,5.756,5.062,6.181,H,0.0,76.47,low,900.0,36.921472,36.04753
101,Çerkezköy power station,True,False,5.753,5.144,6.294,H,0.0,76.47,low,990.0,41.283333,28.0
102,Burnaz power station,True,False,5.747,5.119,6.256,H,0.0,76.47,low,300.0,36.491859,36.192092
103,Tosyalı İskenderun power station,True,False,5.741,5.131,6.281,H,0.0,76.47,low,1200.0,36.6971,36.2042
104,Avdan power station,True,False,5.706,5.012,6.131,H,0.0,76.47,low,300.0,37.750237,29.094284
105,Kardemir Karabük Demir Çelik power station,True,False,5.594,4.909,6.065,H,0.0,73.53,low,77.5,41.514274,31.909608
106,Zonguldak Modern power station,True,False,5.594,4.909,6.065,H,0.0,73.53,low,320.0,41.498,31.868
107,DETES 1 power station,True,False,5.464,4.831,5.987,H,0.0,73.53,low,160.0,41.498,31.868
108,Atlas Enerji İskenderun power station,True,False,5.394,4.8,5.919,H,0.0,76.47,low,1200.0,36.69028,36.20909
109,İskenderun power station,True,False,5.369,4.775,5.894,H,0.0,76.47,low,2000.0,36.587,36.173
110,Evrese power station,True,False,5.237,4.556,5.612,H,0.0,76.47,low,135.0,40.416667,26.666667
,Aksa Akrilik power station,False,False,,,,,,0.0,low,100.0,40.691129,29.405596
,Aliağa Enka power station,False,False,,,,,,0.0,low,800.0,38.746,26.912
,Ant Enerji power station,False,False,,,,,,0.0,low,160.0,37.366667,28.033333
,Bandırma Elektrik power station,False,False,,,,,,0.0,low,1600.0,40.30593,27.7272
,Bandırma Karat power station,False,False,,,,,,0.0,low,1200.0,40.357,27.975
,Bingöl power station,False,False,,,,,,0.0,low,150.0,39.31575,40.889156
,Bursa power station,False,False,,,,,,0.0,low,270.0,39.90331,29.17746
,Çan (18 Mart) power station,False,False,,,,,,0.0,low,320.0,40.02324,26.976837
,Çan-2 power station,False,False,,,,,,0.0,low,330.0,40.034352,26.950574
,Çırpılar power station,False,False,,,,,,0.0,low,200.0,39.816777,27.339752
,Demirtaş power station,False,False,,,,,,0.0,low,119.0,36.780693,35.735779
,Deniz power station,False,False,,,,,,0.0,low,1320.0,38.746,26.912
,Dinar power station,False,False,,,,,,0.0,low,500.0,38.064,30.167
,DOSAB cogeneration plant,False,False,,,,,,0.0,low,50.0,40.243172,28.96442
,Enyat Samsun power station,False,False,,,,,,0.0,low,150.0,40.97,35.67
,Eti Maden Bandirma power station,False,False,,,,,,0.0,low,46.7,40.328921,27.990415
,Gebze Çolakoğlu power station,False,False,,,,,,0.0,low,190.0,40.77758,29.538564
,Gönen power station,False,False,,,,,,0.0,low,300.0,40.1,27.65
,Güneybatı Anadolu power station,False,False,,,,,,0.0,low,660.0,37.31,27.78
,Habaş power station,False,False,,,,,,0.0,low,600.0,38.77273,26.94599
,Helvacı power station,False,False,,,,,,0.0,low,270.0,40.08,27.168
,Ilgın power station,False,False,,,,,,0.0,low,500.0,38.26,31.91
,İzdemir Enerji power station,False,False,,,,,,0.0,low,720.0,38.74173,26.92917
,Kemerköy power station,False,False,,,,,,0.0,low,630.0,37.035362,27.900592
,Kipas MMP power station,False,False,,,,,,0.0,low,55.0,37.767197,27.445695
,Kınık power station,False,False,,,,,,0.0,low,700.0,39.084,27.45
,Orhaneli power station,False,False,,,,,,0.0,low,210.0,39.950224,28.870214
,Petkim power station,False,False,,,,,,0.0,low,205.0,38.795,26.970278
,Sanko Gölbaşı power station,False,False,,,,,,0.0,low,150.0,37.819719,37.718512
,Silopi (Şırnak) power station,False,False,,,,,,0.0,low,135.0,37.352619,42.552728
,Soma power station,False,False,,,,,,0.0,low,990.0,39.194462,27.635204
,Star Refinery Socar power station,False,False,,,,,,0.0,low,672.0,38.817,26.9103
,Tekirdağ Malkara power station,False,False,,,,,,0.0,low,1000.0,40.638726,27.004295
,Yatağan power station,False,False,,,,,,0.0,low,630.0,37.330905,28.102377
,Yıldırım Elazığ power station,False,False,,,,,,0.0,low,200.0,38.662,39.772
,Zorlu Soma power station,False,False,,,,,,0.0,low,1220.0,39.186,27.608
